,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
73,2023,MI,FT,BI Developer,154800,USD,154800,US,0,US,M
74,2023,MI,FT,BI Developer,76300,USD,76300,US,0,US,M
75,2023,MI,FT,Data Lead,130000,USD,130000,US,100,US,M
76,2023,MI,FT,Data Lead,115000,USD,115000,US,100,US,M
77,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
78,2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
80,2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
81,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
82,2023,SE,FT,Data Architect,155000,USD,155000,US,100,US,M
83,2023,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
84,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
85,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
86,2023,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
87,2023,SE,FT,Data Scientist,109000,USD,109000,US,0,US,M
88,2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
89,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
90,2023,SE,FT,Machine Learning Infrastructure Engineer,221000,USD,221000,US,0,US,M
91,2023,SE,FT,Machine Learning Infrastructure Engineer,180000,USD,180000,US,0,US,M
92,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L
93,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
94,2023,SE,FT,Machine Learning Engineer,275000,USD,275000,US,0,US,M
95,2023,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
96,2023,SE,FT,Data Scientist,233300,USD,233300,US,0,US,M
97,2023,SE,FT,Data Scientist,155500,USD,155500,US,0,US,M
98,2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
99,2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
100,2023,SE,FT,Data Architect,193000,USD,193000,US,100,US,M
101,2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
102,2023,SE,FT,Research Engineer,306000,USD,306000,US,0,US,M
103,2023,SE,FT,Research Engineer,180000,USD,180000,US,0,US,M
104,2023,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
105,2023,SE,FT,Applied Scientist,115100,USD,115100,US,0,US,L
106,2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
107,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
108,2023,SE,FT,Data Analyst,117500,USD,117500,US,100,US,M
109,2023,SE,FT,Data Analyst,86720,USD,86720,US,100,US,M
110,2023,MI,FT,Data Analyst,167000,USD,167000,US,0,US,M
111,2023,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
112,2023,EX,FT,Data Analyst,90000,USD,90000,US,100,US,M
113,2023,EX,FT,Data Analyst,70000,USD,70000,US,100,US,M
114,2023,SE,FT,Data Scientist,212800,USD,212800,US,100,US,L
115,2023,SE,FT,Data Scientist,111600,USD,111600,US,100,US,L
116,2023,SE,FT,Data Architect,306000,USD,306000,US,100,US,M
117,2023,SE,FT,Data Architect,204000,USD,204000,US,100,US,M
118,2023,SE,FT,BI Developer,135000,USD,135000,US,100,US,M
119,2023,SE,FT,BI Developer,110000,USD,110000,US,100,US,M
120,2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
121,2023,SE,FT,Data Scientist,116300,USD,116300,US,0,US,M
122,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
123,2023,SE,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M
124,2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
125,2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
126,2023,SE,FT,Machine Learning Scientist,180514,USD,180514,US,100,US,M
127,2023,SE,FT,Machine Learning Scientist,108308,USD,108308,US,100,US,M
128,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
129,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M
130,2023,SE,FT,Machine Learning Engineer,208450,USD,208450,US,0,US,M
131,2023,SE,FT,Machine Learning Engineer,151600,USD,151600,US,0,US,M
132,2023,SE,FT,Data Scientist,324000,USD,324000,US,0,US,M
133,2023,SE,FT,Data Scientist,159000,USD,159000,US,0,US,M
134,2023,MI,FT,Data Scientist,155000,USD,155000,US,100,US,M
135,2023,MI,FT,Data Scientist,135000,USD,135000,US,100,US,M
136,2023,SE,FT,Data Engineer,223250,USD,223250,US,0,US,M
137,2023,SE,FT,Data Engineer,156275,USD,156275,US,0,US,M
138,2023,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
139,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
140,2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
141,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
142,2023,SE,FT,Analytics Engineer,245000,USD,245000,US,100,US,M
143,2023,SE,FT,Analytics Engineer,185000,USD,185000,US,100,US,M
144,2023,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
145,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
146,2023,MI,FT,Data Analyst,67500,USD,67500,US,0,US,M
147,2023,MI,FT,Data Analyst,46500,USD,46500,US,0,US,M
148,2023,SE,FT,ML Engineer,270000,USD,270000,US,100,US,M
149,2023,SE,FT,ML Engineer,232200,USD,232200,US,100,US,M
151,2023,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
152,2023,MI,FT,Data Analyst,78000,USD,78000,US,0,US,M
153,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
154,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
155,2023,SE,FT,Machine Learning Engineer,370000,USD,370000,US,0,US,M
156,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
157,2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
158,2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
159,2023,SE,FT,Machine Learning Engineer,178200,USD,178200,US,100,US,M
160,2023,SE,FT,Machine Learning Engineer,115000,USD,115000,US,100,US,M
161,2023,MI,FT,Data Analyst,250000,USD,250000,US,0,US,M
162,2023,MI,FT,Data Analyst,125000,USD,125000,US,0,US,M
163,2023,MI,FT,Data Scientist,204000,USD,204000,US,0,US,M
164,2023,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
165,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
166,2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
167,2023,MI,FT,Data Engineer,143000,USD,143000,US,0,US,M
168,2023,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
169,2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M
170,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
171,2023,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
172,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M
173,2023,SE,FT,Data Manager,110400,USD,110400,US,0,US,M
174,2023,SE,FT,Data Manager,68000,USD,68000,US,0,US,M
175,2023,SE,FT,Applied Scientist,216000,USD,216000,US,100,US,M
176,2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
177,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
178,2023,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
179,2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
180,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
181,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
182,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
183,2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
184,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
185,2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
186,2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
187,2023,SE,FT,Data Analyst,168000,USD,168000,CA,0,CA,M
188,2023,SE,FT,Data Analyst,112000,USD,112000,CA,0,CA,M
189,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
190,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
191,2023,SE,FT,Data Scientist,253430,USD,253430,US,0,US,M
192,2023,SE,FT,Data Scientist,212780,USD,212780,US,0,US,M
193,2023,SE,FT,Research Engineer,190000,USD,190000,US,0,US,M
194,2023,SE,FT,Research Engineer,152000,USD,152000,US,0,US,M
195,2023,SE,FT,Machine Learning Engineer,265800,USD,265800,US,100,US,M
196,2023,SE,FT,Machine Learning Engineer,165500,USD,165500,US,100,US,M
197,2023,SE,FT,Data Engineer,193000,USD,193000,US,100,US,M
198,2023,SE,FT,Data Engineer,134000,USD,134000,US,100,US,M
199,2023,SE,FT,AI Engineer,180000,USD,180000,US,100,US,M
200,2023,SE,FT,AI Engineer,150000,USD,150000,US,100,US,M
201,2023,MI,FT,Data Developer,120681,USD,120681,US,100,US,M
202,2023,MI,FT,Data Developer,72409,USD,72409,US,100,US,M
203,2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
204,2023,SE,FT,Machine Learning Engineer,139750,USD,139750,US,100,US,M
205,2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
206,2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
207,2023,SE,FT,Data Engineer,254000,USD,254000,US,100,US,M
208,2023,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
209,2023,SE,FT,AI Developer,260000,USD,260000,US,0,US,M
210,2023,SE,FT,AI Developer,192000,USD,192000,US,0,US,M
211,2023,SE,FT,Data Scientist,272290,USD,272290,US,100,US,M
212,2023,SE,FT,Data Scientist,169374,USD,169374,US,100,US,M
213,2023,SE,FT,Principal Data Scientist,195000,USD,195000,US,100,US,L
214,2023,SE,FT,Data Science Lead,204500,USD,204500,US,0,US,M
215,2023,SE,FT,Data Science Lead,142200,USD,142200,US,0,US,M
216,2023,MI,FT,Business Data Analyst,17000,USD,17000,AM,100,RU,L
217,2023,SE,FT,Data Engineer,181500,USD,181500,US,0,US,M
218,2023,SE,FT,Data Engineer,112200,USD,112200,US,0,US,M
219,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
220,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
221,2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
222,2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M
223,2023,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M
224,2023,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
225,2023,SE,FT,Machine Learning Engineer,250500,USD,250500,US,0,US,M
226,2023,SE,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M
227,2023,EX,FT,Head of Data,247500,USD,247500,US,0,US,M
228,2023,EX,FT,Head of Data,172200,USD,172200,US,0,US,M
229,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
230,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
231,2023,SE,FT,Data Scientist,223290,USD,223290,US,0,US,M
232,2023,SE,FT,Data Scientist,131310,USD,131310,US,0,US,M
234,2023,EN,FT,AI Engineer,35000,USD,35000,HR,100,DE,M
236,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
237,2023,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M
238,2023,SE,FT,Machine Learning Scientist,204500,USD,204500,CA,0,CA,M
239,2023,SE,FT,Machine Learning Scientist,142200,USD,142200,CA,0,CA,M
240,2023,SE,FT,Research Scientist,220000,USD,220000,US,0,US,M
241,2023,SE,FT,Research Scientist,140000,USD,140000,US,0,US,M
242,2023,SE,FT,Machine Learning Engineer,204600,USD,204600,US,0,US,M
243,2023,SE,FT,Machine Learning Engineer,126500,USD,126500,US,0,US,M
244,2023,SE,FT,Research Analyst,135960,USD,135960,US,0,US,M
245,2023,SE,FT,Research Analyst,70960,USD,70960,US,0,US,M
246,2023,SE,FT,Data Engineer,128750,USD,128750,US,0,US,M
247,2023,SE,FT,Data Engineer,86250,USD,86250,US,0,US,M
250,2023,MI,FT,Data Engineer,131000,USD,131000,CO,0,CO,M
251,2023,MI,FT,Data Engineer,88000,USD,88000,CO,0,CO,M
252,2023,SE,FT,Data Analyst,185100,USD,185100,US,100,US,M
253,2023,SE,FT,Data Analyst,133300,USD,133300,US,100,US,M
254,2023,SE,FT,Research Engineer,180000,USD,180000,US,0,US,M
255,2023,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
256,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M
257,2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
258,2023,EN,FT,AI Developer,130000,USD,130000,US,100,US,L
262,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
263,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
264,2023,MI,FT,ML Engineer,125000,USD,125000,US,0,US,M
265,2023,MI,FT,ML Engineer,85000,USD,85000,US,0,US,M
266,2023,MI,FT,Data Manager,80000,USD,80000,US,0,US,M
267,2023,MI,FT,Data Manager,70000,USD,70000,US,0,US,M
268,2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
269,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
270,2023,SE,FT,Data Manager,105000,USD,105000,US,0,US,M
271,2023,SE,FT,Data Manager,80000,USD,80000,US,0,US,M
272,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,CA,100,CA,M
273,2023,SE,FT,Machine Learning Engineer,95000,USD,95000,CA,100,CA,M
274,2023,SE,FT,Data Engineer,204750,USD,204750,US,0,US,M
275,2023,SE,FT,Data Engineer,153550,USD,153550,US,0,US,M
276,2023,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
277,2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
278,2023,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
279,2023,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M
280,2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
281,2023,SE,FT,Data Engineer,141000,USD,141000,US,0,US,M
282,2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M
283,2023,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
284,2023,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M
285,2023,SE,FT,Research Scientist,120000,USD,120000,US,100,US,M
286,2023,SE,FT,Machine Learning Engineer,207611,USD,207611,US,0,US,M
287,2023,SE,FT,Machine Learning Engineer,127876,USD,127876,US,0,US,M
288,2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
289,2023,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
290,2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
291,2023,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
292,2023,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M
293,2023,MI,FT,Data Scientist,144500,USD,144500,US,100,US,M
294,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
295,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
296,2023,SE,FT,Machine Learning Engineer,255360,USD,255360,US,0,US,M
297,2023,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,M
298,2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
299,2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
300,2023,SE,FT,Data Analyst,106400,USD,106400,US,0,US,M
301,2023,SE,FT,Data Analyst,81800,USD,81800,US,0,US,M
302,2023,MI,FT,Data Developer,130000,USD,130000,US,100,US,M
303,2023,MI,FT,Data Developer,69139,USD,69139,US,100,US,M
304,2023,MI,FT,Business Intelligence Analyst,100631,USD,100631,CA,0,CA,M
305,2023,MI,FT,Business Intelligence Analyst,80505,USD,80505,CA,0,CA,M
306,2023,SE,FT,Data Infrastructure Engineer,300105,USD,300105,US,0,US,M
307,2023,SE,FT,Data Infrastructure Engineer,151090,USD,151090,US,0,US,M
308,2023,MI,FT,Machine Learning Software Engineer,217600,USD,217600,US,0,US,M
309,2023,MI,FT,Machine Learning Software Engineer,145000,USD,145000,US,0,US,M
312,2023,SE,FT,Data Engineer,129000,USD,129000,US,100,US,M
313,2023,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
314,2023,SE,FT,Research Analyst,185000,USD,185000,US,0,US,M
315,2023,SE,FT,Research Analyst,50000,USD,50000,US,0,US,M
316,2023,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M
317,2023,SE,FT,Data Engineer,108000,USD,108000,US,0,US,M
318,2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
319,2023,MI,FT,Data Analyst,59500,USD,59500,US,0,US,M
320,2023,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
321,2023,SE,FT,Machine Learning Engineer,173400,USD,173400,US,0,US,M
322,2023,SE,FT,Data Architect,215000,USD,215000,US,100,US,M
323,2023,SE,FT,Data Architect,153000,USD,153000,US,100,US,M
326,2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
327,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M
328,2023,SE,FT,Machine Learning Operations Engineer,60000,USD,60000,TH,100,US,L
329,2023,MI,FT,AI Scientist,54000,USD,54000,KR,0,KR,S
330,2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M
331,2023,SE,FT,Data Engineer,132000,USD,132000,US,100,US,M
332,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
333,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
334,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
335,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
338,2023,SE,FT,Data Scientist,316000,USD,316000,US,0,US,M
339,2023,SE,FT,Data Scientist,202000,USD,202000,US,0,US,M
341,2023,EX,FT,Head of Machine Learning,330000,USD,330000,US,0,US,M
342,2023,EX,FT,Head of Machine Learning,188000,USD,188000,US,0,US,M
343,2023,MI,FT,BI Analyst,140000,USD,140000,US,0,US,M
344,2023,MI,FT,BI Analyst,110000,USD,110000,US,0,US,M
345,2023,SE,FT,Machine Learning Researcher,190000,USD,190000,US,100,US,M
346,2023,SE,FT,Machine Learning Researcher,170000,USD,170000,US,100,US,M
347,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
348,2023,SE,FT,Data Engineer,162000,USD,162000,US,0,US,M
349,2023,SE,FT,Research Analyst,150000,USD,150000,US,0,US,M
350,2023,SE,FT,Research Analyst,125000,USD,125000,US,0,US,M
351,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
352,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
353,2023,MI,FT,Data Specialist,90000,USD,90000,US,100,US,M
354,2023,MI,FT,Data Specialist,73000,USD,73000,US,100,US,M
355,2023,MI,FT,Data Scientist,145000,USD,145000,US,100,US,M
356,2023,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
357,2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
358,2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M
359,2023,MI,FT,Decision Scientist,204500,USD,204500,US,0,US,M
360,2023,MI,FT,Decision Scientist,142200,USD,142200,US,0,US,M
361,2023,MI,FT,Business Intelligence Analyst,150000,USD,150000,US,100,US,M
362,2023,MI,FT,Business Intelligence Analyst,135000,USD,135000,US,100,US,M
363,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
364,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
365,2023,EX,FT,Head of Data,329500,USD,329500,US,100,US,M
366,2023,EX,FT,Head of Data,269600,USD,269600,US,100,US,M
367,2023,SE,FT,Business Intelligence Engineer,225000,USD,225000,US,0,US,M
368,2023,SE,FT,Business Intelligence Engineer,156400,USD,156400,US,0,US,M
369,2023,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M
370,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
371,2023,MI,FT,Data Science Lead,185900,USD,185900,US,0,US,M
372,2023,MI,FT,Data Science Lead,129300,USD,129300,US,0,US,M
373,2023,MI,FT,Data Analyst,80000,USD,80000,US,100,US,M
374,2023,MI,FT,Data Analyst,70000,USD,70000,US,100,US,M
375,2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
376,2023,SE,FT,Data Scientist,138900,USD,138900,US,0,US,M
377,2023,SE,FT,Machine Learning Scientist,204500,USD,204500,CA,0,CA,M
378,2023,SE,FT,Machine Learning Scientist,142200,USD,142200,CA,0,CA,M
379,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
380,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
381,2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M
382,2023,MI,FT,Data Engineer,97000,USD,97000,US,0,US,M
383,2023,SE,FT,Data Engineer,147100,USD,147100,US,0,US,M
384,2023,SE,FT,Data Engineer,90700,USD,90700,US,0,US,M
385,2023,SE,FT,Data Scientist,257000,USD,257000,US,100,US,M
386,2023,SE,FT,Data Scientist,197000,USD,197000,US,100,US,M
387,2023,SE,FT,Business Intelligence Engineer,140000,USD,140000,US,100,US,M
388,2023,SE,FT,Business Intelligence Engineer,120000,USD,120000,US,100,US,M
389,2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
390,2023,SE,FT,Data Analyst,79000,USD,79000,US,0,US,M
391,2023,SE,FT,Data Analyst,93919,USD,93919,US,100,US,M
392,2023,SE,FT,Data Analyst,51962,USD,51962,US,100,US,M
393,2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
394,2023,SE,FT,Data Engineer,84800,USD,84800,US,0,US,M
395,2023,SE,FT,Machine Learning Engineer,250500,USD,250500,US,0,US,M
396,2023,SE,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M
399,2023,EX,FT,Data Engineer,174500,USD,174500,US,0,US,M
400,2023,EX,FT,Data Engineer,113000,USD,113000,US,0,US,M
401,2023,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
402,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M
405,2023,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
406,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M
409,2023,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M
